compound_id,canonical_smiles,target,protein_id,organism,activity_type,activity_value,unit,dataset_layer,data_source,reference,label_confidence
WSA264,CCN1CCC=NC(SCc2ccccc2)=C2C=CC(CCNC2)CC1,whole cell,,Acinetobacter baumannii ATCC 17978,MIC,>128,ug/mL,layer_2_atp_synthase_specific,Literature (ACS Omega 2025),"DOI=10.1021/acsomega.5c06380 | year=2025 | title=Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | assay_note=broth microdilution, CLSI",medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii BM4665 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,1.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii BM4666 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against Acinetobacter baumannii BM4467 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii BM4668 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against Acinetobacter baumannii CIP70-10 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,48.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii AYE by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii BM4675 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1128/aac.01037-09 | year=2010 | title=Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | assay_note=Antibacterial activity against multidrug-resistant Acinetobacter baumannii BM4676 by antimicrobial susceptibility assay,medium_source_traceable_unverified
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,4.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against wild type Acinetobacter baumannii OC 16708 deficient in beta-lactamase assessed as inhibition of growth by broth diluti",medium_source_traceable_unverified
CHEMBL491571,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against wild type Acinetobacter baumannii OC 16708 deficient in beta-lactamase assessed as inhibition of growth by broth diluti",medium_source_traceable_unverified
CHEMBL491571,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against Acinetobacter baumannii OC 11738 expressing beta-lactamase OXA-23 and containing Carbapenemase assessed as inhibition o",medium_source_traceable_unverified
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against wild type Acinetobacter baumannii OC 16708 deficient in beta-lactamase assessed as inhibition of growth by broth diluti",medium_source_traceable_unverified
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against Acinetobacter baumannii OC 11738 expressing beta-lactamase OXA-23 and containing Carbapenemase assessed as inhibition o",medium_source_traceable_unverified
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against wild type Acinetobacter baumannii OC 16708 deficient in beta-lactamase assessed as inhibition of growth by broth diluti",medium_source_traceable_unverified
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1128/aac.01004-09 | year=2010 | title=Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | assay_note=Antimicrobial activity against Acinetobacter baumannii OC 11738 expressing beta-lactamase OXA-23 and containing Carbapenemase assessed as inhibition o",medium_source_traceable_unverified
CHEMBL1215401,O=C(O)c1cn(C2CC2)c2c(cc(F)c3c4ccccc4[nH]c32)c1=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL1215476,COc1ccc2c(c1)[nH]c1c2c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL1215478,O=C(O)c1cn(C2CC2)c2c(cc(F)c3c4ccc(F)cc4[nH]c32)c1=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL1215479,O=C(O)c1cn(C2CC2)c2c(cc(F)c3c2[nH]c2ccsc23)c1=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,3.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.7,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.15,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.15,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against quinolone and penicillin-resistant Acinetobacter baumannii after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.3,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,100.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2010.06.098 | year=2010 | title=Synthesis and biological evaluation of tetracyclic fluoroquinolones as antibacterial and anticancer agents. | assay_note=Antimicrobial activity against quinolone and penicillin-resistant Acinetobacter baumannii after 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1242000,CC(=O)C1(c2ccccc2)CCN(Cc2oc(CCl)cc(=O)c2O)CC1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241999,O=c1cc(CCl)oc(CN2CCC(O)(c3ccc(Cl)c(C(F)(F)F)c3)CC2)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241915,O=c1cc(CCl)oc(CN2CCC(O)(c3ccc(Br)cc3)CC2)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241914,CC(C)(C)OC(=O)N1CCN(Cc2oc(CCl)cc(=O)c2O)CC1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241827,O=c1cc(CCl)oc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241826,O=c1cc(CCl)oc(CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL1241739,O=c1cc(CCl)oc(CN2CCN(Cc3ccc(F)cc3)CC2)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against cephalosporin-resistant Acinetobacter baumannii by spectrophotometry,medium_source_traceable_unverified
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.12,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.ejmech.2010.05.069 | year=2010 | title=A study of cytotoxicity of novel chlorokojic acid derivatives with their antimicrobial and antiviral activities. | assay_note=Antimicrobial activity against Acinetobacter baumannii RSKK 02026 by spectrophotometry,medium_source_traceable_unverified
